class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
human,female,44,overweight,homeless,false,false,,,pedestrian
human,female,3,athletic,none,false,false,,,pedestrian
human,female,54,average,homeless,false,false,,,pedestrian
human,female,55,average,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,44,athletic,ceo,false,false,,,passenger
human,female,70,overweight,none,false,false,,,passenger
human,female,16,athletic,none,false,false,,,passenger
human,male,25,overweight,homeless,false,false,,,passenger
human,female,90,overweight,none,false,true,,,pedestrian
human,male,27,athletic,ceo,false,false,,,pedestrian
human,female,33,average,ceo,true,false,,,pedestrian
human,female,4,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,55,athletic,criminal,true,false,,,passenger
animal,female,5,overweight,,,,cat,false,pedestrian
human,female,6,athletic,none,false,true,,,pedestrian
human,male,80,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,96,athletic,none,false,false,,,passenger
human,female,4,athletic,none,false,false,,,passenger
human,male,59,overweight,none,false,false,,,passenger
human,female,91,overweight,none,false,false,,,passenger
human,female,59,average,homeless,true,false,,,passenger
animal,male,20,athletic,,,,ferret,true,passenger
human,female,88,overweight,none,false,false,,,pedestrian
animal,female,2,overweight,,,,dog,false,pedestrian
human,male,68,athletic,none,false,false,,,pedestrian
human,male,60,average,doctor,false,false,,,pedestrian
human,male,26,overweight,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,56,overweight,criminal,false,false,,,passenger
animal,female,2,average,,,,ferret,true,passenger
human,female,94,average,none,false,false,,,passenger
human,female,60,athletic,homeless,true,false,,,passenger
human,male,78,overweight,none,false,false,,,passenger
human,female,81,overweight,none,false,false,,,passenger
human,female,37,average,ceo,false,false,,,pedestrian
animal,female,13,athletic,,,,dog,false,pedestrian
human,female,72,athletic,none,false,false,,,pedestrian
human,male,73,average,none,false,false,,,pedestrian
animal,male,6,athletic,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
animal,male,7,average,,,,cat,true,passenger
human,female,71,athletic,none,false,true,,,pedestrian
human,male,48,average,homeless,false,false,,,pedestrian
animal,male,12,overweight,,,,cat,true,pedestrian
human,female,53,athletic,doctor,true,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,83,athletic,none,false,false,,,passenger
human,female,55,athletic,ceo,false,false,,,passenger
human,female,100,overweight,none,false,false,,,passenger
human,female,13,average,none,false,false,,,pedestrian
human,female,92,athletic,none,false,false,,,pedestrian
human,female,26,overweight,homeless,true,false,,,pedestrian
human,female,80,overweight,none,false,false,,,pedestrian
human,female,2,athletic,none,false,false,,,pedestrian
human,female,100,athletic,none,false,false,,,pedestrian
human,male,86,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,41,overweight,criminal,true,true,,,passenger
human,female,38,average,criminal,true,false,,,passenger
human,female,76,overweight,none,false,false,,,passenger
animal,male,3,average,,,,dog,true,pedestrian
human,female,19,average,doctor,false,false,,,pedestrian
human,female,75,average,none,false,false,,,pedestrian
human,female,47,average,homeless,false,false,,,pedestrian
human,male,16,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,23,overweight,doctor,true,false,,,passenger
human,male,15,overweight,none,false,false,,,passenger
animal,female,14,overweight,,,,dog,true,passenger
human,male,72,average,none,false,false,,,passenger
human,male,90,athletic,none,false,false,,,passenger
human,female,55,average,criminal,true,false,,,passenger
human,female,49,athletic,criminal,true,false,,,passenger
human,female,27,athletic,ceo,true,false,,,pedestrian
human,male,7,overweight,none,false,false,,,pedestrian
human,male,77,average,none,false,false,,,pedestrian
human,male,26,athletic,homeless,false,false,,,pedestrian
human,male,93,athletic,none,false,false,,,pedestrian
animal,female,3,overweight,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
human,female,25,overweight,ceo,false,false,,,passenger
animal,female,7,average,,,,cat,true,passenger
animal,female,0,average,,,,cat,false,passenger
human,female,41,average,ceo,true,false,,,pedestrian
animal,male,2,overweight,,,,ferret,true,pedestrian
scenario:red,,,,,,,,,
human,male,59,overweight,criminal,false,false,,,passenger
human,female,34,athletic,unemployed,true,false,,,passenger
human,male,38,average,homeless,false,false,,,passenger
human,female,66,athletic,homeless,false,false,,,passenger
human,male,92,overweight,none,false,false,,,passenger
human,female,64,athletic,unemployed,true,false,,,passenger
human,female,35,athletic,none,false,false,,,pedestrian
human,male,89,average,none,false,false,,,pedestrian
human,male,12,athletic,none,false,false,,,pedestrian
human,female,39,overweight,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,13,average,,,,dog,false,passenger
animal,female,13,average,,,,cat,true,passenger
human,female,98,overweight,none,false,false,,,passenger
human,male,13,average,none,false,false,,,passenger
human,female,37,average,none,false,false,,,passenger
human,female,37,athletic,doctor,true,false,,,passenger
human,male,2,overweight,none,false,true,,,pedestrian
human,female,2,athletic,none,false,false,,,pedestrian
human,female,91,average,none,false,false,,,pedestrian
human,male,80,overweight,none,false,false,,,pedestrian
human,female,56,overweight,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,31,overweight,ceo,false,true,,,passenger
human,male,30,athletic,unemployed,false,false,,,passenger
human,female,11,athletic,none,false,false,,,passenger
animal,female,3,athletic,,,,ferret,false,passenger
human,male,3,athletic,none,false,false,,,pedestrian
animal,male,4,average,,,,dog,true,pedestrian
human,male,36,overweight,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,61,athletic,homeless,false,false,,,passenger
human,male,71,average,none,false,false,,,passenger
human,female,26,average,ceo,false,false,,,passenger
human,male,85,athletic,none,false,false,,,passenger
animal,female,16,athletic,,,,cat,false,passenger
human,male,85,average,none,false,false,,,pedestrian
human,male,45,overweight,unemployed,false,false,,,pedestrian
human,female,53,average,ceo,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,62,overweight,criminal,false,true,,,passenger
human,male,54,athletic,doctor,false,false,,,passenger
human,male,37,athletic,none,false,false,,,passenger
human,female,77,average,none,false,false,,,passenger
human,male,1,average,none,false,false,,,passenger
human,female,50,overweight,unemployed,false,false,,,pedestrian
human,female,18,average,criminal,true,false,,,pedestrian
human,male,70,overweight,none,false,false,,,pedestrian
human,female,76,average,none,false,false,,,pedestrian
human,female,64,overweight,criminal,true,false,,,pedestrian
animal,female,12,average,,,,cat,true,pedestrian
human,female,44,overweight,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,50,average,unemployed,true,false,,,passenger
human,female,48,overweight,none,false,false,,,passenger
animal,male,20,athletic,,,,dog,false,passenger
animal,female,6,average,,,,cat,false,passenger
human,male,1,overweight,none,false,false,,,passenger
human,male,77,overweight,none,false,false,,,passenger
animal,male,4,athletic,,,,ferret,false,passenger
human,female,57,athletic,homeless,false,false,,,pedestrian
human,female,68,average,unemployed,true,false,,,pedestrian
human,male,44,athletic,homeless,false,false,,,pedestrian
human,male,56,overweight,unemployed,false,false,,,pedestrian
animal,female,9,average,,,,dog,false,pedestrian
human,male,76,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,16,average,,,,dog,true,passenger
human,male,6,athletic,none,false,false,,,pedestrian
human,female,18,average,unemployed,false,false,,,pedestrian
human,female,35,overweight,homeless,true,false,,,pedestrian
human,female,1,average,none,false,false,,,pedestrian
human,female,43,athletic,criminal,true,false,,,pedestrian
human,female,88,athletic,none,false,false,,,pedestrian
animal,male,17,overweight,,,,ferret,true,pedestrian
scenario:red,,,,,,,,,
human,male,28,overweight,unemployed,false,false,,,passenger
human,male,51,average,criminal,false,false,,,passenger
human,male,8,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,6,overweight,,,,dog,true,passenger
human,female,59,overweight,homeless,false,false,,,passenger
human,male,69,overweight,none,false,false,,,passenger
human,male,47,athletic,homeless,false,false,,,passenger
human,female,77,athletic,none,false,false,,,passenger
human,female,26,average,unemployed,true,false,,,passenger
human,female,35,overweight,ceo,true,false,,,passenger
animal,female,8,average,,,,ferret,true,pedestrian
human,male,16,athletic,none,false,false,,,pedestrian
human,female,76,average,none,false,false,,,pedestrian
human,female,15,average,none,false,false,,,pedestrian
human,female,9,average,none,false,false,,,pedestrian
human,male,12,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,20,athletic,homeless,false,false,,,passenger
human,male,85,average,none,false,false,,,passenger
human,male,98,overweight,none,false,false,,,passenger
animal,male,8,overweight,,,,cat,false,pedestrian
human,female,19,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,32,overweight,homeless,false,false,,,passenger
human,male,90,athletic,none,false,false,,,passenger
human,female,62,overweight,doctor,true,false,,,passenger
human,female,7,athletic,none,false,false,,,passenger
human,male,5,overweight,none,false,false,,,passenger
animal,male,13,average,,,,dog,false,passenger
human,female,47,overweight,homeless,true,false,,,pedestrian
human,male,79,average,none,false,false,,,pedestrian
human,male,68,athletic,criminal,false,false,,,pedestrian
human,female,97,athletic,none,false,false,,,pedestrian
human,female,89,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,86,athletic,none,false,false,,,passenger
human,male,44,average,ceo,false,false,,,passenger
human,female,66,average,none,false,false,,,pedestrian
human,male,60,athletic,doctor,false,false,,,pedestrian
animal,male,2,average,,,,ferret,true,pedestrian
scenario:red,,,,,,,,,
human,female,33,athletic,ceo,true,false,,,passenger
animal,female,1,average,,,,dog,false,passenger
human,male,53,overweight,doctor,false,false,,,passenger
human,male,70,athletic,none,false,false,,,pedestrian
human,male,62,average,ceo,false,false,,,pedestrian
human,female,79,overweight,none,false,false,,,pedestrian
human,female,11,overweight,none,false,false,,,pedestrian
human,male,60,average,criminal,false,false,,,pedestrian
human,male,33,athletic,homeless,false,false,,,pedestrian
human,female,0,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,2,average,none,false,false,,,passenger
human,female,99,athletic,none,false,false,,,pedestrian
human,male,100,athletic,none,false,false,,,pedestrian
human,female,20,average,unemployed,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,43,average,ceo,false,false,,,passenger
human,female,45,overweight,doctor,false,false,,,passenger
human,female,82,average,none,false,false,,,passenger
human,female,3,athletic,none,false,false,,,passenger
human,female,87,average,none,false,false,,,passenger
human,female,15,athletic,none,false,false,,,passenger
human,male,16,overweight,none,false,false,,,passenger
human,female,61,average,none,true,false,,,pedestrian
human,male,64,athletic,homeless,false,false,,,pedestrian
human,male,92,athletic,none,false,false,,,pedestrian
human,female,45,athletic,homeless,true,false,,,pedestrian
human,female,92,overweight,none,false,false,,,pedestrian
human,female,0,athletic,none,false,false,,,pedestrian
human,male,25,overweight,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,91,average,none,false,false,,,passenger
human,female,20,overweight,none,true,false,,,passenger
human,female,54,average,homeless,true,false,,,passenger
animal,male,13,average,,,,cat,false,pedestrian
human,male,40,overweight,unemployed,false,false,,,pedestrian
human,male,82,overweight,none,false,false,,,pedestrian
human,female,81,overweight,none,false,false,,,pedestrian
human,female,1,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,91,athletic,none,false,false,,,passenger
human,male,5,athletic,none,false,false,,,passenger
animal,male,14,athletic,,,,dog,false,passenger
human,male,79,overweight,none,false,false,,,passenger
animal,female,13,average,,,,dog,false,passenger
human,female,18,athletic,doctor,false,true,,,pedestrian
human,female,89,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,79,overweight,none,false,true,,,passenger
human,male,71,overweight,none,false,false,,,passenger
animal,male,20,overweight,,,,ferret,true,passenger
animal,female,20,overweight,,,,dog,false,passenger
animal,male,14,athletic,,,,dog,false,pedestrian
animal,female,7,athletic,,,,cat,false,pedestrian
human,female,55,overweight,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,1,average,none,false,false,,,passenger
human,male,12,athletic,none,false,false,,,passenger
animal,female,7,overweight,,,,dog,true,passenger
human,male,63,overweight,doctor,false,false,,,passenger
animal,female,8,athletic,,,,dog,false,passenger
human,male,85,average,none,false,false,,,pedestrian
human,male,13,athletic,none,false,false,,,pedestrian
human,male,13,overweight,none,false,false,,,pedestrian
human,female,50,average,homeless,false,false,,,pedestrian
human,female,13,average,none,false,false,,,pedestrian
human,male,7,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,3,athletic,none,false,false,,,passenger
human,female,77,athletic,none,false,false,,,passenger
human,male,61,average,doctor,false,false,,,passenger
animal,female,7,average,,,,ferret,false,passenger
animal,female,6,overweight,,,,ferret,false,pedestrian
human,male,32,average,unemployed,false,true,,,pedestrian
human,male,73,average,none,false,false,,,pedestrian
human,female,72,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,33,overweight,none,false,false,,,passenger
human,female,84,average,none,false,false,,,passenger
human,female,27,overweight,homeless,true,false,,,passenger
human,female,81,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,8,average,none,false,false,,,passenger
human,female,78,athletic,none,false,false,,,passenger
human,female,5,overweight,none,false,false,,,passenger
animal,female,6,athletic,,,,cat,true,passenger
human,male,92,athletic,none,false,false,,,passenger
human,male,63,overweight,ceo,false,false,,,passenger
human,female,45,overweight,criminal,false,false,,,pedestrian
human,female,90,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,47,average,homeless,false,false,,,passenger
animal,male,5,average,,,,dog,true,passenger
human,female,99,athletic,none,false,false,,,passenger
human,male,6,average,none,false,false,,,passenger
human,male,66,athletic,none,false,false,,,passenger
animal,female,19,athletic,,,,ferret,true,passenger
human,female,89,average,none,false,false,,,pedestrian
human,female,96,overweight,none,false,false,,,pedestrian
human,female,1,average,none,false,false,,,pedestrian
human,female,77,average,none,false,false,,,pedestrian
human,male,75,overweight,none,false,false,,,pedestrian
human,male,85,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,55,average,homeless,false,true,,,passenger
human,male,99,athletic,none,false,false,,,passenger
human,male,85,overweight,none,false,false,,,passenger
human,male,1,overweight,none,false,false,,,passenger
human,female,56,athletic,ceo,false,false,,,passenger
human,female,50,overweight,unemployed,false,false,,,passenger
human,male,91,athletic,none,false,false,,,pedestrian
human,male,21,average,criminal,false,false,,,pedestrian
animal,female,13,average,,,,ferret,false,pedestrian
human,female,76,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,77,average,none,false,false,,,passenger
human,female,9,average,none,false,false,,,passenger
human,female,80,athletic,none,false,false,,,passenger
human,male,37,athletic,ceo,false,false,,,passenger
human,female,57,athletic,ceo,false,false,,,passenger
human,male,96,average,none,false,false,,,passenger
human,male,27,average,none,false,false,,,passenger
human,male,45,overweight,ceo,false,false,,,pedestrian
human,male,58,overweight,ceo,false,false,,,pedestrian
human,female,65,overweight,ceo,true,false,,,pedestrian
human,female,82,athletic,none,false,false,,,pedestrian
human,male,71,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,56,overweight,none,false,false,,,passenger
animal,female,19,athletic,,,,dog,true,passenger
human,male,30,average,homeless,false,false,,,passenger
human,male,63,athletic,unemployed,false,false,,,passenger
human,female,28,overweight,homeless,false,false,,,pedestrian
human,male,96,overweight,none,false,false,,,pedestrian
human,female,38,athletic,ceo,true,false,,,pedestrian
human,female,90,overweight,none,false,false,,,pedestrian
human,female,25,athletic,ceo,true,false,,,pedestrian
human,female,61,average,ceo,false,false,,,pedestrian
human,male,58,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,48,average,ceo,false,true,,,passenger
human,female,11,athletic,none,false,false,,,passenger
animal,male,3,athletic,,,,dog,true,pedestrian
human,female,68,athletic,homeless,true,false,,,pedestrian
animal,male,0,overweight,,,,dog,true,pedestrian
human,female,68,overweight,homeless,false,false,,,pedestrian
human,male,61,athletic,homeless,false,false,,,pedestrian
human,male,90,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,57,overweight,homeless,true,false,,,passenger
human,female,9,athletic,none,false,false,,,passenger
human,male,23,overweight,criminal,false,false,,,passenger
human,male,51,athletic,ceo,false,true,,,pedestrian
human,female,63,athletic,unemployed,false,false,,,pedestrian
human,female,21,overweight,ceo,false,false,,,pedestrian
human,male,52,average,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,43,overweight,doctor,false,false,,,passenger
animal,female,0,overweight,,,,dog,true,passenger
human,male,86,overweight,none,false,false,,,passenger
human,male,53,athletic,criminal,false,false,,,passenger
human,male,45,overweight,unemployed,false,false,,,passenger
human,female,92,average,none,false,false,,,passenger
human,male,94,athletic,none,false,false,,,pedestrian
animal,female,6,athletic,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
animal,male,17,overweight,,,,ferret,true,passenger
human,male,74,athletic,none,false,false,,,passenger
human,female,58,average,ceo,false,false,,,passenger
human,female,48,athletic,unemployed,false,false,,,passenger
human,female,52,average,ceo,false,false,,,passenger
human,female,52,overweight,criminal,false,false,,,passenger
human,female,43,athletic,homeless,true,false,,,pedestrian
human,male,94,athletic,none,false,false,,,pedestrian
human,female,97,average,none,false,false,,,pedestrian
human,female,7,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,51,athletic,unemployed,false,true,,,passenger
human,male,71,overweight,none,false,false,,,passenger
human,male,46,overweight,criminal,false,false,,,passenger
human,male,28,average,homeless,false,false,,,passenger
animal,female,18,athletic,,,,ferret,false,passenger
human,female,64,athletic,criminal,true,false,,,passenger
animal,male,0,athletic,,,,cat,true,pedestrian
human,female,74,average,none,false,false,,,pedestrian
human,male,42,overweight,ceo,false,false,,,pedestrian
human,female,31,average,homeless,true,false,,,pedestrian
human,male,61,average,none,false,false,,,pedestrian
human,female,90,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,43,athletic,criminal,false,false,,,passenger
human,female,61,athletic,homeless,false,false,,,passenger
human,female,46,athletic,homeless,false,false,,,passenger
animal,female,13,overweight,,,,ferret,true,passenger
human,female,17,overweight,unemployed,true,false,,,passenger
human,female,69,athletic,none,false,false,,,passenger
human,female,58,average,homeless,false,false,,,pedestrian
human,male,65,overweight,homeless,false,false,,,pedestrian
human,female,14,average,none,false,false,,,pedestrian
human,female,86,athletic,none,false,false,,,pedestrian
human,female,24,average,criminal,false,false,,,pedestrian
human,female,75,average,none,false,false,,,pedestrian
animal,female,12,athletic,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
human,male,19,average,doctor,false,false,,,passenger
animal,male,5,average,,,,ferret,false,passenger
human,male,96,average,none,false,false,,,passenger
human,female,25,overweight,homeless,false,false,,,passenger
animal,female,19,athletic,,,,cat,true,passenger
human,male,53,overweight,none,false,false,,,pedestrian
human,male,63,athletic,none,false,false,,,pedestrian
human,male,31,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,84,athletic,none,false,false,,,passenger
animal,male,3,athletic,,,,ferret,true,passenger
animal,female,11,overweight,,,,cat,false,passenger
human,male,42,overweight,unemployed,false,false,,,passenger
human,female,7,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,2,athletic,none,false,false,,,passenger
human,female,51,average,criminal,true,false,,,passenger
human,male,83,overweight,none,false,false,,,passenger
human,male,25,athletic,homeless,false,false,,,passenger
human,female,20,average,homeless,true,false,,,pedestrian
human,female,71,athletic,none,false,false,,,pedestrian
human,male,70,overweight,none,false,false,,,pedestrian
human,male,73,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,41,overweight,ceo,false,false,,,passenger
human,male,9,overweight,none,false,false,,,passenger
human,male,26,overweight,unemployed,false,false,,,passenger
human,female,19,athletic,criminal,true,false,,,passenger
human,female,46,overweight,none,true,true,,,pedestrian
human,male,48,overweight,none,false,false,,,pedestrian
human,female,51,athletic,ceo,true,false,,,pedestrian
human,male,7,overweight,none,false,false,,,pedestrian
human,female,93,athletic,none,false,false,,,pedestrian
human,female,35,athletic,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,36,athletic,homeless,false,false,,,passenger
human,female,45,overweight,doctor,false,false,,,passenger
human,female,41,overweight,ceo,false,false,,,passenger
human,male,96,average,none,false,true,,,pedestrian
human,female,93,average,none,false,false,,,pedestrian
animal,male,0,average,,,,cat,false,pedestrian
human,female,61,athletic,homeless,false,false,,,pedestrian
human,female,87,athletic,none,false,false,,,pedestrian
human,female,15,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,17,athletic,,,,ferret,true,passenger
human,female,14,overweight,none,false,false,,,passenger
human,male,44,athletic,ceo,false,false,,,passenger
human,male,26,athletic,none,false,false,,,passenger
human,female,55,average,unemployed,false,false,,,passenger
human,female,77,overweight,none,false,false,,,passenger
human,female,51,average,ceo,false,false,,,pedestrian
animal,female,3,overweight,,,,cat,true,pedestrian
scenario:red,,,,,,,,,
human,male,88,athletic,none,false,false,,,passenger
human,female,62,overweight,unemployed,false,false,,,passenger
animal,female,10,average,,,,cat,true,passenger
animal,female,9,average,,,,dog,false,passenger
human,male,47,athletic,ceo,false,false,,,passenger
human,female,17,overweight,homeless,true,false,,,passenger
human,female,22,overweight,ceo,false,false,,,pedestrian
human,female,94,overweight,none,false,false,,,pedestrian
human,female,100,overweight,none,false,false,,,pedestrian
human,female,52,athletic,ceo,false,false,,,pedestrian
animal,female,11,athletic,,,,cat,true,pedestrian
human,male,73,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,67,athletic,criminal,false,false,,,passenger
human,female,98,overweight,none,false,false,,,passenger
animal,female,18,average,,,,dog,true,pedestrian
scenario:red,,,,,,,,,
human,male,21,overweight,homeless,false,false,,,passenger
human,male,63,overweight,doctor,false,false,,,passenger
animal,male,13,average,,,,ferret,false,passenger
human,male,21,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,91,athletic,none,false,false,,,passenger
human,female,90,athletic,none,false,false,,,passenger
animal,male,18,athletic,,,,cat,true,passenger
human,male,76,athletic,none,false,false,,,passenger
animal,female,4,overweight,,,,cat,true,passenger
human,male,21,average,criminal,false,false,,,pedestrian
human,female,35,overweight,ceo,false,false,,,pedestrian
human,male,74,average,none,false,false,,,pedestrian
human,male,81,average,none,false,false,,,pedestrian
human,male,50,average,homeless,false,false,,,pedestrian
human,female,43,overweight,ceo,false,false,,,pedestrian
human,male,46,athletic,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,22,average,ceo,false,false,,,passenger
human,female,52,average,homeless,true,false,,,passenger
human,female,71,athletic,none,false,false,,,passenger
human,male,61,athletic,doctor,false,false,,,passenger
human,female,37,athletic,doctor,false,false,,,passenger
human,male,29,athletic,unemployed,false,false,,,passenger
human,male,92,overweight,none,false,false,,,pedestrian
animal,male,9,athletic,,,,ferret,true,pedestrian
animal,female,7,overweight,,,,cat,true,pedestrian
human,female,85,average,none,false,false,,,pedestrian
animal,female,10,athletic,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
human,male,94,average,none,false,false,,,passenger
animal,male,15,average,,,,ferret,false,passenger
human,female,21,overweight,doctor,false,false,,,pedestrian
human,male,56,overweight,doctor,false,false,,,pedestrian
animal,female,18,overweight,,,,ferret,true,pedestrian
human,male,45,overweight,ceo,false,false,,,pedestrian
animal,female,19,overweight,,,,ferret,false,pedestrian
human,male,5,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,1,overweight,none,false,false,,,passenger
human,female,32,average,none,true,false,,,passenger
animal,female,8,average,,,,ferret,true,passenger
human,male,89,overweight,none,false,false,,,passenger
human,female,31,overweight,doctor,false,false,,,passenger
human,male,12,average,none,false,false,,,passenger
human,male,8,average,none,false,false,,,passenger
animal,female,5,average,,,,cat,true,pedestrian
human,female,16,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,51,average,homeless,false,false,,,passenger
human,female,91,overweight,none,false,false,,,passenger
human,female,57,average,homeless,true,false,,,passenger
human,male,67,average,ceo,false,false,,,passenger
human,male,33,athletic,ceo,false,false,,,passenger
human,female,12,overweight,none,false,false,,,passenger
human,female,54,average,homeless,false,true,,,pedestrian
human,female,70,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,100,overweight,none,false,false,,,passenger
human,male,63,average,ceo,false,false,,,passenger
human,female,30,overweight,homeless,false,false,,,passenger
human,male,20,athletic,ceo,false,false,,,passenger
animal,male,11,athletic,,,,dog,true,passenger
animal,female,15,average,,,,dog,true,passenger
animal,female,9,average,,,,dog,false,pedestrian
animal,female,6,overweight,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
human,male,75,average,none,false,false,,,passenger
human,male,5,overweight,none,false,false,,,pedestrian
human,female,91,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,33,athletic,ceo,false,false,,,passenger
human,female,52,average,ceo,true,false,,,passenger
human,female,83,overweight,none,false,false,,,pedestrian
human,male,0,athletic,none,false,false,,,pedestrian
human,female,69,average,none,false,false,,,pedestrian
human,male,44,average,homeless,false,false,,,pedestrian
human,female,53,overweight,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,73,average,none,false,false,,,passenger
human,female,66,average,homeless,true,false,,,passenger
animal,female,10,athletic,,,,cat,false,passenger
human,female,29,average,ceo,false,false,,,pedestrian
human,female,57,athletic,homeless,true,false,,,pedestrian
human,male,89,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,13,athletic,none,false,false,,,passenger
human,male,48,overweight,homeless,false,false,,,passenger
animal,female,14,overweight,,,,dog,false,passenger
human,female,93,average,none,false,false,,,passenger
human,male,56,average,ceo,false,false,,,passenger
human,female,0,athletic,none,false,false,,,pedestrian
animal,male,17,athletic,,,,cat,false,pedestrian
human,male,79,athletic,none,false,false,,,pedestrian
human,male,17,average,homeless,false,false,,,pedestrian
animal,female,17,athletic,,,,cat,true,pedestrian
animal,female,19,athletic,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
human,female,83,overweight,none,false,false,,,passenger
human,female,58,overweight,ceo,true,false,,,passenger
human,male,57,athletic,ceo,false,false,,,passenger
human,male,10,overweight,none,false,false,,,pedestrian
human,male,85,athletic,none,false,false,,,pedestrian
human,female,98,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,78,average,none,false,false,,,passenger
human,female,57,overweight,doctor,false,false,,,passenger
human,female,67,average,unemployed,false,false,,,passenger
human,female,0,overweight,none,false,false,,,passenger
human,female,23,overweight,ceo,true,false,,,passenger
human,female,97,athletic,none,false,false,,,passenger
human,female,7,average,none,false,false,,,pedestrian
human,female,46,overweight,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,11,overweight,none,false,false,,,passenger
human,male,29,overweight,ceo,false,false,,,passenger
human,female,42,overweight,homeless,true,false,,,passenger
human,female,88,athletic,none,false,false,,,pedestrian
human,male,58,athletic,doctor,false,false,,,pedestrian
human,female,5,athletic,none,false,false,,,pedestrian
human,female,95,overweight,none,false,false,,,pedestrian
human,female,62,overweight,homeless,true,false,,,pedestrian
animal,male,15,athletic,,,,cat,false,pedestrian
human,female,66,athletic,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,35,average,homeless,false,false,,,passenger
human,male,39,average,doctor,false,false,,,passenger
human,female,91,overweight,none,false,false,,,passenger
human,male,18,overweight,homeless,false,false,,,passenger
human,female,24,average,homeless,true,false,,,passenger
human,male,40,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,16,overweight,none,false,false,,,passenger
human,male,59,athletic,criminal,false,false,,,passenger
human,female,90,average,none,false,false,,,passenger
human,female,85,athletic,none,false,false,,,passenger
human,male,30,average,criminal,false,false,,,pedestrian
human,male,77,average,none,false,false,,,pedestrian
